"Language","original","german","english","czech","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"lb_group_required_permission","Required Permission: ","Benötigte Berechtigung: ","Required Permission: ","Required Permission: ","Required Permission: ","Wymagane Pozwolenie: ","Required Permission: ","Required Permission: ","Required Permission: ","Required Permission: ","Required Permission: ","Required Permission: ","Required Permission: ","Required Permission: ",
"lb_group_steamids_in_group","Steamids in Group","Steamid in der Gruppe","Steamids in Group","Steamids in Group","Steamids in Group","SteamIDs w Grupie","Steamids in Group","Steamids in Group","Steamids in Group","Steamids in Group","Steamids in Group","Steamids in Group","Steamids in Group","Steamids in Group",
"lb_group_steamid","Steamid: ","Steamid: ","Steamid: ","Steamid: ","Steamid: ","SteamID: ","Steamid: ","Steamid: ","Steamid: ","Steamid: ","Steamid: ","Steamid: ","Steamid: ","Steamid: ",
"lb_group_add_steamid","Add Steamid","Steamid hinzufügen","Add Steamid","Add Steamid","Add Steamid","Dodaj SteamID","Add Steamid","Add Steamid","Add Steamid","Add Steamid","Add Steamid","Add Steamid","Add Steamid","Add Steamid",
"lb_group_remove_steamid","Remove Steamid","Steamid löschen","Remove Steamid","Remove Steamid","Remove Steamid","Usuń SteamID","Remove Steamid","Remove Steamid","Remove Steamid","Remove Steamid","Remove Steamid","Remove Steamid","Remove Steamid","Remove Steamid",
"lb_group_mute_players","Muted Players","Stummgeschaltete Spieler","Muted Players","Muted Players","Muted Players","Wyciszeni Gracze","Muted Players","Muted Players","Muted Players","Muted Players","Muted Players","Muted Players","Muted Players","Muted Players",
"lb_group_unmute_selected_player","Unmute selected Player","Spieler entmuten","Unmute selected Player","Unmute selected Player","Unmute selected Player","Wyłącz Wyciszenie Gracza","Unmute selected Player","Unmute selected Player","Unmute selected Player","Unmute selected Player","Unmute selected Player","Unmute selected Player","Unmute selected Player","Unmute selected Player",
"lb_group_online_players","Online Players","Spieler Online","Online Players","Online Players","Online Players","Gracze Online","Online Players","Online Players","Online Players","Online Players","Online Players","Online Players","Online Players","Online Players",
"lb_group_duration_in_minutes","Duration in Minutes: ","Zeit in Minuten: ","Duration in Minutes: ","Duration in Minutes: ","Duration in Minutes: ","Długość w Minutach: ","Duration in Minutes: ","Duration in Minutes: ","Duration in Minutes: ","Duration in Minutes: ","Duration in Minutes: ","Duration in Minutes: ","Duration in Minutes: ","Duration in Minutes: ",
"lb_group_mute_by_steamid","Mute by Steamid","Über Steamid muten","Mute by Steamid","Mute by Steamid","Mute by Steamid","Wycisz przez SteamID","Mute by Steamid","Mute by Steamid","Mute by Steamid","Mute by Steamid","Mute by Steamid","Mute by Steamid","Mute by Steamid","Mute by Steamid",
"lb_group_mute_selected_player","Mute selected Player","Spieler stummschalten","Mute selected Player","Mute selected Player","Mute selected Player","Wycisz wybranego Gracza","Mute selected Player","Mute selected Player","Mute selected Player","Mute selected Player","Mute selected Player","Mute selected Player","Mute selected Player","Mute selected Player",
"lb_group_search","Search: ","Suchen: ","Search: ","Search: ","Search: ","Szukaj: ","Search: ","Search: ","Search: ","Search: ","Search: ","Search: ","Search: ","Search: ",
"lb_group_search_shortnames","Search Shortnames","Suche nach Tag","Search Shortnames","Search Shortnames","Search Shortnames","Szukaj Krótkie nazwy","Search Shortnames","Search Shortnames","Search Shortnames","Search Shortnames","Search Shortnames","Search Shortnames","Search Shortnames","Search Shortnames",
"lb_group_search_group_names","Search Group Names","Suche nach Name","Search Group Names","Search Group Names","Search Group Names","Szukaj Nazwy Grup","Search Group Names","Search Group Names","Search Group Names","Search Group Names","Search Group Names","Search Group Names","Search Group Names","Search Group Names",
"lb_group_search_member_names","Search Member Names","Suche nach Mitgliedern","Search Member Names","Search Member Names","Search Member Names","Szukaj Nazwy Członków","Search Member Names","Search Member Names","Search Member Names","Search Member Names","Search Member Names","Search Member Names","Search Member Names","Search Member Names",
"lb_group_search_member_steamids","Search Member SteamIDs","Suche nach Steamids","Search Member SteamIDs","Search Member SteamIDs","Search Member SteamIDs","Szukaj Członek SteamIDs","Search Member SteamIDs","Search Member SteamIDs","Search Member SteamIDs","Search Member SteamIDs","Search Member SteamIDs","Search Member SteamIDs","Search Member SteamIDs","Search Member SteamIDs",
"lb_group_shortname","Shortname:","Abkürzung:","Shortname:","Shortname:","Shortname:","Krótka nazwa:","Shortname:","Shortname:","Shortname:","Shortname:","Shortname:","Shortname:","Shortname:","Shortname:",
"lb_group_level","Level:","Level:","Level:","Level:","Level:","Poziom:","Level:","Level:","Level:","Level:","Level:","Level:","Level:","Level:",
"lb_group_created","Created:","Erstellt:","Created:","Created:","Created:","Stworzony:","Created:","Created:","Created:","Created:","Created:","Created:","Created:","Created:",
"lb_group_last_active","Last Active:","zuletzt aktiv:","Last Active:","Last Active:","Last Active:","Ostatnio Aktywny:","Last Active:","Last Active:","Last Active:","Last Active:","Last Active:","Last Active:","Last Active:","Last Active:",
"lb_group_playercount","Playercount:","Spielerzahl:","Playercount:","Playercount:","Playercount:","Liczba Graczy:","Playercount:","Playercount:","Playercount:","Playercount:","Playercount:","Playercount:","Playercount:","Playercount:",
"lb_group_markercount","Markercount:","Markerzahl:","Markercount:","Markercount:","Markercount:","Liczba Znaczników:","Markercount:","Markercount:","Markercount:","Markercount:","Markercount:","Markercount:","Markercount:","Markercount:",
"lb_group_change_group_names","Change Group Names","Gruppennamen ändern","Change Group Names","Change Group Names","Change Group Names","Zmień Nazwy Grup","Change Group Names","Change Group Names","Change Group Names","Change Group Names","Change Group Names","Change Group Names","Change Group Names","Change Group Names",
"lb_group_level_up","Level Up","Aufleveln","Level Up","Level Up","Level Up","Podnieść Poziom","Level Up","Level Up","Level Up","Level Up","Level Up","Level Up","Level Up","Level Up",
"lb_group_level_down","Level Down","Runterleveln","Level Down","Level Down","Level Down","Obniż Poziom","Level Down","Level Down","Level Down","Level Down","Level Down","Level Down","Level Down","Level Down",
"lb_group_has_custom_chat_tag_color","Has Custom Chat Tag Color","Hat benutzerdefinierte Abkürzung","Has Custom Chat Tag Color","Has Custom Chat Tag Color","Has Custom Chat Tag Color","Ma Niestandardowy Kolor Tagu Czatu","Has Custom Chat Tag Color","Has Custom Chat Tag Color","Has Custom Chat Tag Color","Has Custom Chat Tag Color","Has Custom Chat Tag Color","Has Custom Chat Tag Color","Has Custom Chat Tag Color","Has Custom Chat Tag Color",
"lb_group_rank","Rank: ","Rang: ","Rank: ","Rank: ","Rank: ","Stopień: ","Rank: ","Rank: ","Rank: ","Rank: ","Rank: ","Rank: ","Rank: ","Rank: ",
"lb_group_to_leader","To Leader","Zum Anführer","To Leader","To Leader","To Leader","Do Lidera","To Leader","To Leader","To Leader","To Leader","To Leader","To Leader","To Leader","To Leader",
"lb_group_copy","Copy","Kopieren","Copy","Copy","Копировать","Kopiuj","Copy","Copy","Copy","Copy","Copy","Copy","Copy","Copy",
"lb_group_300m","300m","300m","300m","300m","300m","300m","300m","300m","300m","300m","300m","300m","300m","300m",
"lb_group_show_on_map","Show on Map","Auf Karte anzeigen","Show on Map","Show on Map","Show on Map","Pokaż na Mapie","Show on Map","Show on Map","Show on Map","Show on Map","Show on Map","Show on Map","Show on Map","Show on Map",
"lb_group_map_not_found","Map not found!","Karte nicht gefunden !","Map not found!","Map not found!","Map not found!","Nie Znaleziono Mpy !","Map not found!","Map not found!","Map not found!","Map not found!","Map not found!","Map not found!","Map not found!","Map not found!",
"lb_group_map_legend","Map Legend","Legende","Map Legend","Map Legend","Map Legend","Legenda Mapy","Map Legend","Map Legend","Map Legend","Map Legend","Map Legend","Map Legend","Map Legend","Map Legend",
"lb_ag_admin_slow_mode_seconds","Slow Mode Seconds: ","Langsamer Modus Sekunden: ","Slow Mode Seconds: ","Slow Mode Seconds: ","Slow Mode Seconds: ","Sekundy w Trybie Wolnym: ","Slow Mode Seconds: ","Slow Mode Seconds: ","Slow Mode Seconds: ","Slow Mode Seconds: ","Slow Mode Seconds: ","Slow Mode Seconds: ","Slow Mode Seconds: ","Slow Mode Seconds: ",
"lb_ag_admin_add_level","Add Level","Neues Level","Add Level","Add Level","Add Level","Dodaj Poziom","Add Level","Add Level","Add Level","Add Level","Add Level","Add Level","Add Level","Add Level",
"lb_ag_admin_remove_level","Remove Level","Level löschen","Remove Level","Remove Level","Remove Level","Usuń Poziom","Remove Level","Remove Level","Remove Level","Remove Level","Remove Level","Remove Level","Remove Level","Remove Level",
"lb_ag_admin_max_total_players","Max total Players: ","Max Spielerzahl: ","Max total Players: ","Max total Players: ","Max total Players: ","Max liczba Graczy: ","Max total Players: ","Max total Players: ","Max total Players: ","Max total Players: ","Max total Players: ","Max total Players: ","Max total Players: ","Max total Players: ",
"lb_ag_admin_upgrade_cost","Upgrade Cost: ","Aufrüstungskosten: ","Upgrade Cost: ","Upgrade Cost: ","Upgrade Cost: ","Koszt Podniesienia: ","Upgrade Cost: ","Upgrade Cost: ","Upgrade Cost: ","Upgrade Cost: ","Upgrade Cost: ","Upgrade Cost: ","Upgrade Cost: ","Upgrade Cost: ",
"lb_ag_admin_subgroup_count","Subgroup Count: ","Untergruppen Anzahl: ","Subgroup Count: ","Subgroup Count: ","Subgroup Count: ","Liczba Podgrup: ","Subgroup Count: ","Subgroup Count: ","Subgroup Count: ","Subgroup Count: ","Subgroup Count: ","Subgroup Count: ","Subgroup Count: ","Subgroup Count: ",
"lb_ag_admin_subgroup_size","Subgroup Size: ","Untergruppen Größe: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Wielkość Podgrupy: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ",
"lb_ag_admin_extra_group_markers","Extra Group Markers: ","Extra Gruppen Marker: ","Extra Group Markers: ","Extra Group Markers: ","Extra Group Markers: ","Dodatkowe Znaczniki Grupowe: ","Extra Group Markers: ","Extra Group Markers: ","Extra Group Markers: ","Extra Group Markers: ","Extra Group Markers: ","Extra Group Markers: ","Extra Group Markers: ","Extra Group Markers: ",
"lb_ag_admin_extra_pings_per_player","Extra Pings per Player: ","Extra Pings pro Spieler: ","Extra Pings per Player: ","Extra Pings per Player: ","Extra Pings per Player: ","Dodatkowe Pingi na Gracza: ","Extra Pings per Player: ","Extra Pings per Player: ","Extra Pings per Player: ","Extra Pings per Player: ","Extra Pings per Player: ","Extra Pings per Player: ","Extra Pings per Player: ","Extra Pings per Player: ",
"lb_ag_admin_extra_plotpole_count","Extra Plotpole Count: ","Extra Territorien: ","Extra Plotpole Count: ","Extra Plotpole Count: ","Extra Plotpole Count: ","Dodatkowa liczba Flag: ","Extra Plotpole Count: ","Extra Plotpole Count: ","Extra Plotpole Count: ","Extra Plotpole Count: ","Extra Plotpole Count: ","Extra Plotpole Count: ","Extra Plotpole Count: ","Extra Plotpole Count: ",
"lb_ag_admin_enable_safezone_markers","Enable Safezone Markers","Safezone Marker aktivieren","Enable Safezone Markers","Enable Safezone Markers","Enable Safezone Markers","Włącz Znaczniki Safezone","Enable Safezone Markers","Enable Safezone Markers","Enable Safezone Markers","Enable Safezone Markers","Enable Safezone Markers","Enable Safezone Markers","Enable Safezone Markers","Enable Safezone Markers",
"lb_ag_admin_show_markers_everywhere","Show Markers everywhere","Marker überall anzeigen","Show Markers everywhere","Show Markers everywhere","Show Markers everywhere","Pokaż Znaczniki Wszędzie","Show Markers everywhere","Show Markers everywhere","Show Markers everywhere","Show Markers everywhere","Show Markers everywhere","Show Markers everywhere","Show Markers everywhere","Show Markers everywhere",
"lb_ag_admin_check_line_of_sight","Check line of Sight","freie Sichtlinie prüfen","Check line of Sight","Check line of Sight","Check line of Sight","Sprawdź pole widzenia","Check line of Sight","Check line of Sight","Check line of Sight","Check line of Sight","Check line of Sight","Check line of Sight","Check line of Sight","Check line of Sight",
"lb_ag_admin_obfuscate_playernames","Obfuscate Playernames","Spielernamen verschleiern","Obfuscate Playernames","Obfuscate Playernames","Obfuscate Playernames","Zaciemnij Nazwy Graczy","Obfuscate Playernames","Obfuscate Playernames","Obfuscate Playernames","Obfuscate Playernames","Obfuscate Playernames","Obfuscate Playernames","Obfuscate Playernames","Obfuscate Playernames",
"lb_ag_admin_show_own_player_tag","Show own Player Tag","Eigenen Marker anzeigen","Show own Player Tag","Show own Player Tag","Show own Player Tag","Pokaż Własny Tag","Show own Player Tag","Show own Player Tag","Show own Player Tag","Show own Player Tag","Show own Player Tag","Show own Player Tag","Show own Player Tag","Show own Player Tag",
"lb_ag_admin_max_distance","Max Distance: ","Max Distanz: ","Max Distance: ","Max Distance: ","Max Distance: ","Maksymalna Odległość: ","Max Distance: ","Max Distance: ","Max Distance: ","Max Distance: ","Max Distance: ","Max Distance: ","Max Distance: ","Max Distance: ",
"lb_ag_admin_prefix","Prefix: ","Präfix: ","Prefix: ","Prefix: ","Prefix: ","Prefiks: ","Prefix: ","Prefix: ","Prefix: ","Prefix: ","Prefix: ","Prefix: ","Prefix: ","Prefix: ",
"lb_ag_admin_prefix_color","Prefix Color: ","Präfix Farbe: ","Prefix Color: ","Prefix Color: ","Prefix Color: ","Kolor Prefiksu: ","Prefix Color: ","Prefix Color: ","Prefix Color: ","Prefix Color: ","Prefix Color: ","Prefix Color: ","Prefix Color: ","Prefix Color: ",
"lb_ag_admin_enable_timeouts","Enable Timeouts","Abklingzeit aktivieren","Enable Timeouts","Enable Timeouts","Enable Timeouts","Włącz Limity Czasu","Enable Timeouts","Enable Timeouts","Enable Timeouts","Enable Timeouts","Enable Timeouts","Enable Timeouts","Enable Timeouts","Enable Timeouts",
"lb_ag_admin_prefix_perm","Prefix Permission: ","Präfix Berechtigung: ","Prefix Permission: ","Prefix Permission: ","Prefix Permission: ","Prefix Permission: ","Prefix Permission: ","Prefix Permission: ","Prefix Permission: ","Prefix Permission: ","Prefix Permission: ","Prefix Permission: ","Prefix Permission: ","Prefix Permission: ",
"lb_ag_admin_prefix_ignore_obf","Never obfuscate playername","Spielername nie verschleiern","Never obfuscate playername","Never obfuscate playername","Never obfuscate playername","Never obfuscate playername","Never obfuscate playername","Never obfuscate playername","Never obfuscate playername","Never obfuscate playername","Never obfuscate playername","Never obfuscate playername","Never obfuscate playername","Never obfuscate playername",
"lb_ag_admin_different_group_timeout","Different Group Timeout: ","Andere Gruppe Abklingzeit: ","Different Group Timeout: ","Different Group Timeout: ","Different Group Timeout: ","Różny Limit Czasu dla Grupy: ","Different Group Timeout: ","Different Group Timeout: ","Different Group Timeout: ","Different Group Timeout: ","Different Group Timeout: ","Different Group Timeout: ","Different Group Timeout: ","Different Group Timeout: ",
"lb_ag_admin_same_group_timeout","Same Group Timeout: ","Gleiche Gruppe Abklingzeit: ","Same Group Timeout: ","Same Group Timeout: ","Same Group Timeout: ","Ten Sam Limit Czasu Grupy: ","Same Group Timeout: ","Same Group Timeout: ","Same Group Timeout: ","Same Group Timeout: ","Same Group Timeout: ","Same Group Timeout: ","Same Group Timeout: ","Same Group Timeout: ",
"lb_ag_admin_reset_all_timeouts","Reset all timeouts","Alle Zeiten zurücksetzen","Reset all timeouts","Reset all timeouts","Reset all timeouts","Zresetuj Limity Czasu","Reset all timeouts","Reset all timeouts","Reset all timeouts","Reset all timeouts","Reset all timeouts","Reset all timeouts","Reset all timeouts","Reset all timeouts",
"lb_ag_tp_here","TP Here","TP Hier","TP Here","TP Here","TP Here","TP Tutaj","TP Here","TP Here","TP Here","TP Here","TP Here","TP Here","TP Here","TP Here",
"lb_ag_striked_style","Striked Style","gestrichelt","Striked Style","Striked Style","Striked Style","Striked Style","Striked Style","Striked Style","Striked Style","Striked Style","Striked Style","Striked Style","Striked Style","Striked Style",
"lb_ag_show_playertags_in_radius_eg_safezone","Show Playertags in Radius (e.g. Safezone)","Spieler Tags anzeigen (SafezoneMarkers)","Show Playertags in Radius (e.g. Safezone)","Show Playertags in Radius (e.g. Safezone)","Show Playertags in Radius (e.g. Safezone)","Pokaż Tagi Gracza w Promieniu (e.g. Safezone)","Show Playertags in Radius (e.g. Safezone)","Show Playertags in Radius (e.g. Safezone)","Show Playertags in Radius (e.g. Safezone)","Show Playertags in Radius (e.g. Safezone)","Show Playertags in Radius (e.g. Safezone)","Show Playertags in Radius (e.g. Safezone)","Show Playertags in Radius (e.g. Safezone)","Show Playertags in Radius (e.g. Safezone)",
"lb_ag_radius","Radius:","Radius:","Radius:","Radius:","Radius:","Promień:","Radius:","Radius:","Radius:","Radius:","Radius:","Radius:","Radius:","Radius:",
"lb_ag_mod_created_by_lbmaster","Mod created by LBmaster","Mod erstellt von LBmaster","Mod created by LBmaster","Mod created by LBmaster","Mod created by LBmaster","","Mod created by LBmaster","Mod created by LBmaster","Mod created by LBmaster","Mod created by LBmaster","Mod created by LBmaster","Mod created by LBmaster","Mod created by LBmaster","Mod created by LBmaster",
"lb_ag_accept_invite_for","Accept Invite for %group%","Einladung in %group% annehmen","Accept Invite for %group%","Accept Invite for %group%","Accept Invite for %group%","Akceptuj Zaproszenie %group%","Accept Invite for %group%","Accept Invite for %group%","Accept Invite for %group%","Accept Invite for %group%","Accept Invite for %group%","Accept Invite for %group%","Accept Invite for %group%","Accept Invite for %group%",
"lb_ag_use_group_custom_textures","Use Group Custom Textures","Gruppen Texturen nutzen","Use Group Custom Textures","Use Group Custom Textures","Использовать групповые пользовательские текстуры","Użyj Grupowych Tekstur Niestandardowych","Use Group Custom Textures","Use Group Custom Textures","Use Group Custom Textures","Use Group Custom Textures","Use Group Custom Textures","Use Group Custom Textures","Use Group Custom Textures","Use Group Custom Textures",
"lb_ag_streamer_mode","Streamer Mode","Streamer-Modus","Streamer Mode","Streamer Mode","Режим стримера","Tryb Streamera","Streamer Mode","Streamer Mode","Streamer Mode","Streamer Mode","Streamer Mode","Streamer Mode","Streamer Mode","Streamer Mode",
"lb_ag_player_marker_icon","Player Marker Icon: ","Spieler Marker Symbol: ","Player Marker Icon: ","Player Marker Icon: ","Значок маркера игрока: ","Ikona Znacznika Gracza: ","Player Marker Icon: ","Player Marker Icon: ","Player Marker Icon: ","Player Marker Icon: ","Player Marker Icon: ","Player Marker Icon: ","Player Marker Icon: ","Player Marker Icon: ",
"lb_ag_chat_visibility","Chat visibility: ","Chat Sichtbarkeit: ","Chat visibility: ","Chat visibility: ","Chat visibility: ","Widoczność Czatu: ","Chat visibility: ","Chat visibility: ","Chat visibility: ","Chat visibility: ","Chat visibility: ","Chat visibility: ","Chat visibility: ","Chat visibility: ",
"lb_ag_chat_border_intensity","Chat Border Intensity: ","Chat Rand Intensität: ","Chat Border Intensity: ","Chat Border Intensity: ","Chat Border Intensity: ","Intensywność Granicy Czatu: ","Chat Border Intensity: ","Chat Border Intensity: ","Chat Border Intensity: ","Chat Border Intensity: ","Chat Border Intensity: ","Chat Border Intensity: ","Chat Border Intensity: ","Chat Border Intensity: ",
"lb_ag_player_marker_style","Player Marker Style: ","Spieler Marker Stil: ","Player Marker Style: ","Player Marker Style: ","Стиль маркера игрока: ","Styl Znacznika Gracza: ","Player Marker Style: ","Player Marker Style: ","Player Marker Style: ","Player Marker Style: ","Player Marker Style: ","Player Marker Style: ","Player Marker Style: ","Player Marker Style: ",
"lb_ag_icon","Icon","Symbol","Icon","Icon","Значок","Ikona","Icon","Icon","Icon","Icon","Icon","Icon","Icon","Icon",
"lb_ag_name","Name","Name","Name","Name","Имя","Nazwa","Name","Name","Name","Name","Name","Name","Name","Name",
"lb_ag_distance","Distance","Distanz","Distance","Distance","Дистанция","Dystans","Distance","Distance","Distance","Distance","Distance","Distance","Distance","Distance",
"lb_ag_far","Far  ","Fern  ","Far  ","Far  ","Дальше  ","Daleko  ","Far  ","Far  ","Far  ","Far  ","Far  ","Far  ","Far  ","Far  ",
"lb_ag_near","  Near","  Nah","  Near","  Near","  Ближе","Blisko","  Near","  Near","  Near","  Near","  Near","  Near","  Near","  Near",
"lb_ag_playername","PlayerName","Spielername","PlayerName","PlayerName","PlayerName","Nazwa Gracza","PlayerName","PlayerName","PlayerName","PlayerName","PlayerName","PlayerName","PlayerName","PlayerName",
"lb_ag_message_contains_bad_word","Your Message contains Bad Words!","Deine Nachricht beinhaltet verbotene Wörter!","Your Message contains Bad Words!","Your Message contains Bad Words!","Your Message contains Bad Words!","Twoja Wiadomość Zawiera Złe Słowa!","Your Message contains Bad Words!","Your Message contains Bad Words!","Your Message contains Bad Words!","Your Message contains Bad Words!","Your Message contains Bad Words!","Your Message contains Bad Words!","Your Message contains Bad Words!","Your Message contains Bad Words!",
"lb_ag_no_build_title","No Build Zones","Bauverbotszonen","No Build Zones","No Build Zones","No Build Zones","Strefa Zakazu Budowy","No Build Zones","No Build Zones","No Build Zones","No Build Zones","No Build Zones","No Build Zones","No Build Zones","No Build Zones",
"lb_ag_no_build_here","You cannot build near {pos}!","Du kannst bei {pos} nicht bauen!","You cannot build near {pos}!","You cannot build near {pos}!","You cannot build near {pos}!","Nie Możesz Budować w Pobliżu {pos}!","You cannot build near {pos}!","You cannot build near {pos}!","You cannot build near {pos}!","You cannot build near {pos}!","You cannot build near {pos}!","You cannot build near {pos}!","You cannot build near {pos}!","You cannot build near {pos}!",
"lb_ag_mute","Mute","Stumm","Mute","Mute","Mute","Wyciesz","Mute","Mute","Mute","Mute","Mute","Mute","Mute","Mute",
"lb_ag_mute_removed","You are no longer Muted","Du bist nicht mehr stummgeschaltet","You are no longer Muted","You are no longer Muted","You are no longer Muted","Nie jesteś już Wyciszony","You are no longer Muted","You are no longer Muted","You are no longer Muted","You are no longer Muted","You are no longer Muted","You are no longer Muted","You are no longer Muted","You are no longer Muted",
"lb_ag_message_pending_invite","There is already a pending Invite!","Es gibt bereits eine wartende Einladung!","There is already a pending Invite!","There is already a pending Invite!","There is already a pending Invite!","Istnieje już oczekujące zaproszenie!","There is already a pending Invite!","There is already a pending Invite!","There is already a pending Invite!","There is already a pending Invite!","There is already a pending Invite!","There is already a pending Invite!","There is already a pending Invite!","There is already a pending Invite!",
"lb_ag_message_no_player","Could not find Player!","Spieler nicht gefunden!","Could not find Player!","Could not find Player!","Could not find Player!","Nie można znaleźć Gracza!","Could not find Player!","Could not find Player!","Could not find Player!","Could not find Player!","Could not find Player!","Could not find Player!","Could not find Player!","Could not find Player!",
"lb_ag_message_missing_money_upgrade","Not enough money! Group Upgrade costs %cost%","Nicht genug Geld! Aufwerten der Gruppe kostet %cost%","Not enough money! Group Upgrade costs %cost%","Not enough money! Group Upgrade costs %cost%","Not enough money! Group Upgrade costs %cost%","Za Mało Pieniędzy! Koszty Aktualizacji Grupy %cost%","Not enough money! Group Upgrade costs %cost%","Not enough money! Group Upgrade costs %cost%","Not enough money! Group Upgrade costs %cost%","Not enough money! Group Upgrade costs %cost%","Not enough money! Group Upgrade costs %cost%","Not enough money! Group Upgrade costs %cost%","Not enough money! Group Upgrade costs %cost%","Not enough money! Group Upgrade costs %cost%",
"lb_ag_message_moved_subgroup","Moved Player to Subgroup %name%","Spieler in Untergruppe %name% bewegt","Moved Player to Subgroup %name%","Moved Player to Subgroup %name%","Moved Player to Subgroup %name%","Przeniesiono Gracza do Podgrupy %name%","Moved Player to Subgroup %name%","Moved Player to Subgroup %name%","Moved Player to Subgroup %name%","Moved Player to Subgroup %name%","Moved Player to Subgroup %name%","Moved Player to Subgroup %name%","Moved Player to Subgroup %name%","Moved Player to Subgroup %name%",
"lb_ag_message_you_moved_to_subgroup","You were moved to Subgroup %name%","Du wurdest in die Untergruppe %name% bewegt","You were moved to Subgroup %name%","You were moved to Subgroup %name%","You were moved to Subgroup %name%","Zostałeś Przeniesiony do Podgrupy %name%","You were moved to Subgroup %name%","You were moved to Subgroup %name%","You were moved to Subgroup %name%","You were moved to Subgroup %name%","You were moved to Subgroup %name%","You were moved to Subgroup %name%","You were moved to Subgroup %name%","You were moved to Subgroup %name%",
"lb_ag_err_no_lower_found","No Lower Group Found!","Keine niedrigere Gruppe gefunden!","No Lower Group Found!","No Lower Group Found!","No Lower Group Found!","Nie Znaleziono Niższej Hrupy!","No Lower Group Found!","No Lower Group Found!","No Lower Group Found!","No Lower Group Found!","No Lower Group Found!","No Lower Group Found!","No Lower Group Found!","No Lower Group Found!",
"lb_ag_err_no_higher_found","No Higher Group Found!","Keine höhere Gruppe gefunden!","No Higher Group Found!","No Higher Group Found!","No Higher Group Found!","Nie Znaleziono Wyższej Grupy!","No Higher Group Found!","No Higher Group Found!","No Higher Group Found!","No Higher Group Found!","No Higher Group Found!","No Higher Group Found!","No Higher Group Found!","No Higher Group Found!",
"lb_ag_err_no_leader_grp_found","No Leader Group Found!","Keine Anführer Gruppe gefunden!","No Leader Group Found!","No Leader Group Found!","No Leader Group Found!","Nie Znaleziono Lidera Grupy!","No Leader Group Found!","No Leader Group Found!","No Leader Group Found!","No Leader Group Found!","No Leader Group Found!","No Leader Group Found!","No Leader Group Found!","No Leader Group Found!",
"lb_ag_err_max_lvl_reached","Max Level Reached","Max Level erreicht","Max Level Reached","Max Level Reached","Max Level Reached","Osiągnięto Maksymalny Poziom","Max Level Reached","Max Level Reached","Max Level Reached","Max Level Reached","Max Level Reached","Max Level Reached","Max Level Reached","Max Level Reached",
"lb_ag_err_min_lvl_reached","Min Level Reached","Min Level erreicht","Min Level Reached","Min Level Reached","Min Level Reached","Osiągnięto Maksymalny Poziom","Min Level Reached","Min Level Reached","Min Level Reached","Min Level Reached","Min Level Reached","Min Level Reached","Min Level Reached","Min Level Reached",
"lb_ag_err_wait_timeout","You need to wait %time% before joining a group!","Du musst %time% warten, bevor du der Gruppe beitreten kannst!","You need to wait %time% before joining a group!","You need to wait %time% before joining a group!","You need to wait %time% before joining a group!","Musisz Poczekać %time% Przed Dołączeniem do Grupy!","You need to wait %time% before joining a group!","You need to wait %time% before joining a group!","You need to wait %time% before joining a group!","You need to wait %time% before joining a group!","You need to wait %time% before joining a group!","You need to wait %time% before joining a group!","You need to wait %time% before joining a group!","You need to wait %time% before joining a group!",
"lb_ag_err_creation_disabled","Group Creation is disabled","Erstellung von Gruppen deaktiviert","Group Creation is disabled","Group Creation is disabled","Group Creation is disabled","Tworzenie Grup jest Wyłączone","Group Creation is disabled","Group Creation is disabled","Group Creation is disabled","Group Creation is disabled","Group Creation is disabled","Group Creation is disabled","Group Creation is disabled","Group Creation is disabled",
"lb_ag_info_group_name_changed","Group Name Changed","Gruppenname geändert","Group Name Changed","Group Name Changed","Group Name Changed","Zmieniono Nazwę Grupy","Group Name Changed","Group Name Changed","Group Name Changed","Group Name Changed","Group Name Changed","Group Name Changed","Group Name Changed","Group Name Changed",
"lb_ag_info_group_deleted","Group %name% deleted","Gruppe %name% gelöscht","Group %name% deleted","Group %name% deleted","Group %name% deleted","Grupa %name% Usunięto","Group %name% deleted","Group %name% deleted","Group %name% deleted","Group %name% deleted","Group %name% deleted","Group %name% deleted","Group %name% deleted","Group %name% deleted",
"lb_ag_info_global_edited","Global Marker Edited","Globaler Marker bearbeitet","Global Marker Edited","Global Marker Edited","Global Marker Edited","Edytowano Globalny Znacznik","Global Marker Edited","Global Marker Edited","Global Marker Edited","Global Marker Edited","Global Marker Edited","Global Marker Edited","Global Marker Edited","Global Marker Edited",
"lb_ag_marker_crashed_heli","Crashed Helicopter","Abgestürzter Helikopter","Crashed Helicopter","Crashed Helicopter","Crashed Helicopter","Rozbity Helikopter","Crashed Helicopter","Crashed Helicopter","Crashed Helicopter","Crashed Helicopter","Crashed Helicopter","Crashed Helicopter","Crashed Helicopter","Crashed Helicopter",
"lb_ag_marker_airdrop_arriving","Airdrop Arriving...","Airdrop im Anflug...","Airdrop Arriving...","Airdrop Arriving...","Airdrop Arriving...","Airdrop Wylądował...","Airdrop Arriving...","Airdrop Arriving...","Airdrop Arriving...","Airdrop Arriving...","Airdrop Arriving...","Airdrop Arriving...","Airdrop Arriving...","Airdrop Arriving...",
